timestamp,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,uv_index,temperature,relative_humidity,surface_pressure,wind_speed,location,aqi,aqi_category,is_hazard
2023-05-09T13:00,113.2,78.5,885.0,93.3,21.9,73.0,3.0,0.0,32.8,50,1000.5,7.6,dhaka,163,Unhealthy,True
2023-05-09T14:00,126.7,87.8,1196.0,127.5,26.9,37.0,2.0,0.0,31.6,55,1001.4,9.4,dhaka,168,Unhealthy,True
2023-05-09T15:00,136.9,95.2,1480.0,161.2,31.9,2.0,2.0,0.0,31.1,60,1002.0,9.8,dhaka,171,Unhealthy,True
2023-05-09T16:00,142.5,99.2,1469.0,167.0,33.0,0.0,2.0,0.0,30.4,62,1002.4,10.4,dhaka,174,Unhealthy,True
2023-05-09T17:00,139.2,96.9,1347.0,163.0,32.7,5.0,2.0,0.0,29.6,65,1002.3,10.4,dhaka,172,Unhealthy,True
2023-05-09T18:00,133.2,92.4,1167.0,148.3,30.7,17.0,2.0,0.0,29.0,70,1002.0,10.0,dhaka,170,Unhealthy,True
2023-05-09T19:00,129.5,89.9,1068.0,129.2,27.4,24.0,2.0,0.0,28.4,72,1001.6,9.9,dhaka,169,Unhealthy,True
2023-05-09T20:00,128.5,89.2,968.0,103.5,23.0,32.0,1.0,0.0,27.5,75,1001.3,7.9,dhaka,168,Unhealthy,True
2023-05-09T21:00,124.8,86.6,849.0,72.4,18.1,42.0,1.0,0.0,26.8,79,1001.7,8.7,dhaka,167,Unhealthy,True
2023-05-09T22:00,117.8,81.7,776.0,55.3,16.3,47.0,1.0,0.0,26.4,83,1001.9,7.8,dhaka,165,Unhealthy,True
2023-05-09T23:00,112.2,77.8,714.0,41.0,15.4,50.0,2.0,0.0,26.1,87,1002.4,6.4,dhaka,163,Unhealthy,True
2023-05-10T00:00,90.8,62.6,560.0,19.0,13.4,71.0,1.0,0.15,27.3,89,1003.4,6.1,dhaka,155,Unhealthy,True
2023-05-10T01:00,85.9,59.0,552.0,19.9,14.6,87.0,1.0,0.75,29.4,82,1004.0,8.0,dhaka,153,Unhealthy,True
2023-05-10T02:00,78.5,53.7,541.0,21.0,16.4,109.0,2.0,2.05,31.4,74,1004.6,9.8,dhaka,146,Unhealthy for Sensitive Groups,True
2023-05-10T03:00,76.8,52.5,515.0,20.5,18.8,141.0,2.0,3.95,33.2,66,1004.8,11.5,dhaka,143,Unhealthy for Sensitive Groups,True
2023-05-10T04:00,77.3,52.9,482.0,16.8,20.7,166.0,2.0,5.9,35.0,56,1004.5,14.9,dhaka,144,Unhealthy for Sensitive Groups,True
2023-05-10T05:00,74.7,51.2,440.0,11.3,22.6,193.0,3.0,7.1,36.7,49,1004.0,15.8,dhaka,140,Unhealthy for Sensitive Groups,True
2023-05-10T06:00,74.5,51.1,391.0,5.6,23.9,217.0,3.0,7.05,37.9,45,1003.4,15.8,dhaka,139,Unhealthy for Sensitive Groups,True
2023-05-10T07:00,74.3,51.0,355.0,2.5,23.0,221.0,3.0,6.05,39.3,36,1002.0,16.0,dhaka,139,Unhealthy for Sensitive Groups,True
2023-05-10T08:00,72.6,49.9,322.0,0.2,21.1,216.0,2.0,4.4,39.4,31,1000.8,21.9,dhaka,136,Unhealthy for Sensitive Groups,True
2023-05-10T09:00,72.2,49.6,324.0,5.6,19.0,197.0,2.0,2.0,29.3,77,1002.7,23.8,dhaka,136,Unhealthy for Sensitive Groups,True
2023-05-10T10:00,73.8,50.6,386.0,20.5,18.5,170.0,2.0,0.95,30.4,71,1001.6,12.6,dhaka,138,Unhealthy for Sensitive Groups,True
2023-05-10T11:00,84.8,58.7,483.0,42.0,18.4,133.0,1.0,0.4,31.9,63,1001.0,14.0,dhaka,153,Unhealthy,True
2023-05-10T12:00,63.8,44.2,513.0,50.6,17.8,107.0,0.0,0.05,32.6,47,1001.8,9.7,dhaka,122,Unhealthy for Sensitive Groups,True
2023-05-10T13:00,70.3,48.8,598.0,63.5,18.6,91.0,0.0,0.0,31.7,52,1002.3,8.7,dhaka,134,Unhealthy for Sensitive Groups,True
2023-05-10T14:00,73.6,51.0,719.0,81.7,19.6,68.0,0.0,0.0,31.1,56,1002.9,8.1,dhaka,139,Unhealthy for Sensitive Groups,True
2023-05-10T15:00,73.6,51.0,819.0,97.1,20.1,44.0,0.0,0.0,30.4,60,1003.4,10.0,dhaka,139,Unhealthy for Sensitive Groups,True
2023-05-10T16:00,72.4,50.2,796.0,94.2,19.2,39.0,0.0,0.0,29.6,64,1003.6,12.4,dhaka,137,Unhealthy for Sensitive Groups,True
2023-05-10T17:00,68.5,47.4,723.0,83.9,17.6,40.0,0.0,0.0,29.1,66,1003.9,12.7,dhaka,130,Unhealthy for Sensitive Groups,True
2023-05-10T18:00,60.3,41.6,615.0,67.5,15.0,42.0,0.0,0.0,28.7,72,1003.7,12.3,dhaka,116,Unhealthy for Sensitive Groups,True
2023-05-10T19:00,50.8,34.8,538.0,54.4,12.4,40.0,0.0,0.0,28.2,78,1003.6,12.6,dhaka,99,Moderate,False
2023-05-10T20:00,42.8,29.2,457.0,39.6,9.5,38.0,0.0,0.0,27.9,80,1003.5,13.0,dhaka,87,Moderate,False
2023-05-10T21:00,38.9,26.4,389.0,25.7,7.6,35.0,0.0,0.0,27.4,81,1003.9,10.5,dhaka,81,Moderate,False
2023-05-10T22:00,41.4,28.2,404.0,24.4,9.4,29.0,0.0,0.0,26.8,83,1004.6,7.8,dhaka,85,Moderate,False
2023-05-10T23:00,50.9,34.8,454.0,27.8,12.9,21.0,0.0,0.0,26.0,88,1005.2,6.4,dhaka,99,Moderate,False
2023-05-11T00:00,77.5,53.6,782.0,67.4,21.4,9.0,0.0,0.15,27.2,89,1006.5,6.6,dhaka,146,Unhealthy for Sensitive Groups,True
2023-05-11T01:00,60.1,41.2,676.0,56.0,19.9,27.0,0.0,0.85,29.1,80,1007.2,8.0,dhaka,115,Unhealthy for Sensitive Groups,True
2023-05-11T02:00,37.7,25.4,524.0,39.7,17.9,53.0,1.0,2.35,31.1,68,1007.5,9.4,dhaka,79,Moderate,False
2023-05-11T03:00,36.3,24.4,362.0,21.2,15.2,88.0,1.0,4.55,33.3,56,1007.5,9.7,dhaka,77,Moderate,False
2023-05-11T04:00,43.1,29.1,316.0,13.7,13.6,113.0,1.0,6.85,35.4,44,1007.2,10.2,dhaka,87,Moderate,False
2023-05-11T05:00,49.0,33.3,304.0,9.1,12.1,139.0,1.0,8.4,37.0,34,1006.4,11.0,dhaka,96,Moderate,False
2023-05-11T06:00,49.1,33.3,301.0,5.4,10.5,165.0,1.0,8.65,38.1,30,1005.4,11.6,dhaka,96,Moderate,False
2023-05-11T07:00,49.5,33.6,287.0,2.7,9.6,176.0,1.0,7.3,38.6,29,1004.3,12.6,dhaka,96,Moderate,False
2023-05-11T08:00,50.9,34.7,275.0,1.1,8.8,182.0,1.0,5.25,38.6,29,1002.9,13.1,dhaka,99,Moderate,False
2023-05-11T09:00,52.3,35.7,291.0,5.2,8.3,178.0,1.0,3.25,38.4,28,1001.8,11.5,dhaka,101,Unhealthy for Sensitive Groups,True
2023-05-11T10:00,54.0,36.9,327.0,15.6,8.2,161.0,1.0,1.5,38.2,28,1001.1,12.9,dhaka,104,Unhealthy for Sensitive Groups,True
2023-05-11T11:00,56.8,38.9,383.0,30.7,8.3,135.0,1.0,0.5,37.1,32,1000.7,14.5,dhaka,109,Unhealthy for Sensitive Groups,True
2023-05-11T12:00,50.3,34.1,431.0,43.5,7.9,89.0,1.0,0.05,35.2,45,1001.8,13.7,dhaka,97,Moderate,False
2023-05-11T13:00,63.8,43.5,608.0,61.2,9.5,67.0,1.0,0.0,33.5,50,1002.8,8.2,dhaka,121,Unhealthy for Sensitive Groups,True
2023-05-11T14:00,77.5,53.2,859.0,86.2,11.9,35.0,1.0,0.0,32.1,55,1003.7,7.2,dhaka,145,Unhealthy for Sensitive Groups,True
2023-05-11T15:00,85.7,58.9,1110.0,110.3,14.6,2.0,1.0,0.0,30.9,63,1004.6,5.7,dhaka,153,Unhealthy,True
2023-05-11T16:00,88.2,60.8,1147.0,111.8,15.7,0.0,1.0,0.0,31.3,63,1004.9,2.6,dhaka,154,Unhealthy,True
2023-05-11T17:00,89.9,61.9,1111.0,105.2,16.4,0.0,1.0,0.0,30.1,66,1004.8,4.2,dhaka,154,Unhealthy,True
2023-05-11T18:00,92.2,63.6,1052.0,95.6,17.4,0.0,1.0,0.0,28.7,72,1004.3,5.8,dhaka,155,Unhealthy,True
2023-05-11T19:00,93.8,64.7,1027.0,91.9,18.6,0.0,1.0,0.0,27.8,78,1003.9,5.8,dhaka,156,Unhealthy,True
2023-05-11T20:00,90.6,62.4,1000.0,88.5,20.0,0.0,0.0,0.0,27.6,82,1003.7,5.9,dhaka,155,Unhealthy,True
2023-05-11T21:00,92.4,63.6,984.0,84.1,21.3,0.0,0.0,0.0,27.0,86,1003.8,6.2,dhaka,155,Unhealthy,True
2023-05-11T22:00,98.5,67.8,1020.0,80.8,21.6,0.0,0.0,0.0,27.2,85,1004.0,5.4,dhaka,157,Unhealthy,True
2023-05-11T23:00,105.9,72.9,1077.0,77.6,21.6,0.0,0.0,0.0,26.5,90,1004.5,6.0,dhaka,160,Unhealthy,True
2023-05-12T00:00,107.3,74.3,1068.0,88.6,31.5,2.0,0.0,0.15,27.3,89,1006.0,6.7,dhaka,161,Unhealthy,True
2023-05-12T01:00,93.1,64.3,953.0,83.5,31.5,17.0,0.0,0.8,28.9,80,1006.3,3.0,dhaka,156,Unhealthy,True
2023-05-12T02:00,77.1,52.9,789.0,76.1,31.3,39.0,1.0,2.1,30.7,69,1006.9,2.9,dhaka,144,Unhealthy for Sensitive Groups,True
2023-05-12T03:00,73.6,50.3,595.0,62.4,29.9,76.0,1.0,4.0,32.7,60,1006.9,3.5,dhaka,137,Unhealthy for Sensitive Groups,True
2023-05-12T04:00,76.1,51.8,505.0,46.8,26.9,113.0,1.0,5.8,34.1,52,1006.9,9.4,dhaka,141,Unhealthy for Sensitive Groups,True
2023-05-12T05:00,73.8,50.2,439.0,28.0,22.9,157.0,1.0,7.0,34.8,48,1006.3,9.4,dhaka,137,Unhealthy for Sensitive Groups,True
2023-05-12T06:00,67.1,45.5,377.0,9.0,18.3,202.0,1.0,6.95,35.9,41,1004.9,7.8,dhaka,126,Unhealthy for Sensitive Groups,True
2023-05-12T07:00,63.1,42.8,347.0,3.2,16.6,219.0,1.0,5.75,36.8,35,1003.5,5.6,dhaka,119,Unhealthy for Sensitive Groups,True
2023-05-12T08:00,62.6,42.5,333.0,2.2,15.6,225.0,1.0,3.85,37.5,32,1002.4,6.4,dhaka,118,Unhealthy for Sensitive Groups,True
2023-05-12T09:00,62.6,42.6,342.0,6.9,14.6,220.0,1.0,2.55,37.7,30,1001.2,8.3,dhaka,118,Unhealthy for Sensitive Groups,True
2023-05-12T10:00,63.6,43.3,369.0,17.1,13.7,201.0,1.0,1.25,37.5,30,1000.7,8.7,dhaka,120,Unhealthy for Sensitive Groups,True
2023-05-12T11:00,66.6,45.5,413.0,31.8,12.9,172.0,1.0,0.45,36.6,31,1000.9,9.0,dhaka,126,Unhealthy for Sensitive Groups,True
2023-05-12T12:00,86.6,59.5,512.0,49.7,13.1,146.0,1.0,0.05,33.6,46,1002.0,1.5,dhaka,153,Unhealthy,True
2023-05-12T13:00,96.4,66.4,593.0,54.7,13.7,128.0,1.0,0.0,32.7,49,1002.8,2.6,dhaka,157,Unhealthy,True
2023-05-12T14:00,102.7,71.0,708.0,61.8,14.5,102.0,0.0,0.0,30.4,61,1004.2,6.1,dhaka,159,Unhealthy,True
2023-05-12T15:00,107.1,74.0,821.0,67.1,15.1,75.0,0.0,0.0,31.4,55,1004.7,2.7,dhaka,161,Unhealthy,True
2023-05-12T16:00,109.0,75.2,829.0,63.3,14.8,70.0,0.0,0.0,31.1,57,1005.4,3.1,dhaka,161,Unhealthy,True
2023-05-12T17:00,103.6,71.7,801.0,55.8,14.0,73.0,0.0,0.0,29.1,67,1005.2,4.6,dhaka,159,Unhealthy,True
2023-05-12T18:00,102.7,71.0,773.0,49.6,13.5,71.0,0.0,0.0,28.7,69,1004.4,5.8,dhaka,159,Unhealthy,True
2023-05-12T19:00,108.0,74.7,786.0,52.6,13.8,58.0,0.0,0.0,28.1,73,1003.6,6.0,dhaka,161,Unhealthy,True
2023-05-12T20:00,112.0,77.5,810.0,59.2,14.4,41.0,0.0,0.0,27.7,75,1003.0,6.5,dhaka,162,Unhealthy,True
2023-05-12T21:00,116.2,80.3,839.0,66.6,15.6,22.0,0.0,0.0,27.5,76,1002.5,7.7,dhaka,164,Unhealthy,True
2023-05-12T22:00,120.1,83.1,860.0,69.4,16.6,12.0,0.0,0.0,27.2,77,1002.1,6.4,dhaka,165,Unhealthy,True
2023-05-12T23:00,117.8,81.7,880.0,71.1,17.8,5.0,0.0,0.0,26.9,79,1002.3,7.4,dhaka,165,Unhealthy,True
2023-05-13T00:00,128.5,89.4,926.0,81.2,25.0,11.0,0.0,0.15,27.8,81,1003.8,8.6,dhaka,169,Unhealthy,True
2023-05-13T01:00,125.3,86.8,862.0,72.3,27.0,40.0,0.0,0.65,29.0,77,1004.6,5.6,dhaka,167,Unhealthy,True
2023-05-13T02:00,124.8,86.4,769.0,59.6,29.7,81.0,1.0,1.7,30.5,69,1004.9,6.1,dhaka,167,Unhealthy,True
2023-05-13T03:00,125.3,86.6,645.0,42.5,31.5,135.0,1.0,3.1,32.6,58,1005.1,9.6,dhaka,167,Unhealthy,True
2023-05-13T04:00,108.7,75.2,559.0,30.6,29.8,170.0,1.0,4.8,34.1,49,1004.5,10.4,dhaka,161,Unhealthy,True
2023-05-13T05:00,95.0,65.7,474.0,18.7,26.5,204.0,1.0,6.45,35.6,41,1003.8,11.2,dhaka,156,Unhealthy,True
2023-05-13T06:00,85.9,59.4,386.0,7.2,22.1,235.0,1.0,6.35,36.3,36,1003.3,13.0,dhaka,153,Unhealthy,True
2023-05-13T07:00,79.2,54.7,348.0,3.5,19.6,242.0,1.0,5.9,37.0,35,1002.4,13.0,dhaka,148,Unhealthy for Sensitive Groups,True
2023-05-13T08:00,74.5,51.6,329.0,2.9,17.2,240.0,1.0,4.6,37.4,32,1001.3,14.1,dhaka,141,Unhealthy for Sensitive Groups,True
2023-05-13T09:00,70.8,48.9,325.0,6.0,14.9,225.0,1.0,2.8,36.6,34,1000.4,15.8,dhaka,134,Unhealthy for Sensitive Groups,True
2023-05-13T10:00,68.5,47.3,341.0,12.0,14.2,205.0,1.0,1.25,35.8,37,999.8,11.7,dhaka,130,Unhealthy for Sensitive Groups,True
2023-05-13T11:00,70.1,48.4,372.0,20.8,14.2,177.0,1.0,0.45,35.2,39,999.7,11.3,dhaka,133,Unhealthy for Sensitive Groups,True
2023-05-13T12:00,75.9,52.6,461.0,49.0,14.7,130.0,1.0,0.05,32.1,51,1001.0,14.5,dhaka,143,Unhealthy for Sensitive Groups,True
2023-05-13T13:00,85.9,59.6,534.0,61.1,16.1,105.0,1.0,0.0,30.8,56,1001.4,13.0,dhaka,153,Unhealthy,True
2023-05-13T14:00,90.8,63.1,639.0,78.4,18.2,69.0,1.0,0.0,30.1,60,1002.1,10.8,dhaka,155,Unhealthy,True
2023-05-13T15:00,92.2,64.3,753.0,97.3,21.1,29.0,1.0,0.0,29.9,61,1002.7,10.4,dhaka,156,Unhealthy,True
2023-05-13T16:00,97.6,68.0,798.0,103.8,23.7,14.0,1.0,0.0,29.3,63,1003.0,9.7,dhaka,157,Unhealthy,True
2023-05-13T17:00,99.2,69.2,823.0,106.8,26.4,6.0,0.0,0.0,28.8,64,1002.3,9.4,dhaka,158,Unhealthy,True
2023-05-13T18:00,94.8,66.1,814.0,107.7,28.3,0.0,0.0,0.0,28.5,64,1001.3,9.0,dhaka,156,Unhealthy,True
2023-05-13T19:00,87.8,61.2,761.0,107.9,27.1,0.0,0.0,0.0,28.1,65,1000.0,8.5,dhaka,154,Unhealthy,True
2023-05-13T20:00,76.8,53.6,678.0,106.6,24.5,0.0,0.0,0.0,27.7,67,999.1,9.8,dhaka,146,Unhealthy for Sensitive Groups,True
2023-05-13T21:00,67.5,47.1,572.0,97.7,20.8,1.0,0.0,0.0,27.4,69,998.6,8.9,dhaka,130,Unhealthy for Sensitive Groups,True
2023-05-13T22:00,60.1,42.0,512.0,80.5,18.5,13.0,0.0,0.0,27.1,72,997.9,12.0,dhaka,117,Unhealthy for Sensitive Groups,True
2023-05-13T23:00,54.6,38.2,459.0,57.4,16.2,30.0,0.0,0.0,27.1,69,997.9,15.3,dhaka,108,Unhealthy for Sensitive Groups,True
2023-05-14T00:00,46.2,32.4,360.0,23.5,12.8,63.0,0.0,0.05,27.3,74,998.9,11.5,dhaka,94,Moderate,False
2023-05-14T01:00,39.6,27.7,353.0,23.2,13.2,66.0,0.0,0.5,27.6,70,999.2,13.8,dhaka,84,Moderate,False
2023-05-14T02:00,34.7,24.3,344.0,22.8,13.8,69.0,0.0,1.35,28.7,63,999.7,14.8,dhaka,77,Moderate,False
2023-05-14T03:00,32.5,22.7,330.0,21.6,14.3,75.0,0.0,1.45,30.0,54,999.6,16.6,dhaka,73,Moderate,False
2023-05-14T04:00,32.7,22.9,321.0,20.0,14.5,80.0,0.0,1.95,31.3,47,999.5,20.7,dhaka,74,Moderate,False
2023-05-14T05:00,34.7,24.3,312.0,17.9,14.5,86.0,0.0,2.85,32.0,44,999.1,25.2,dhaka,77,Moderate,False
2023-05-14T06:00,33.3,23.3,299.0,15.2,13.9,92.0,0.0,2.55,31.8,41,998.3,26.7,dhaka,75,Moderate,False
2023-05-14T07:00,30.5,21.3,288.0,13.4,12.6,95.0,0.0,2.25,30.4,48,997.2,25.0,dhaka,70,Moderate,False
2023-05-14T08:00,26.7,18.7,276.0,11.8,10.8,98.0,0.0,1.35,29.8,48,996.2,25.9,dhaka,65,Moderate,False
2023-05-14T09:00,25.8,18.1,265.0,10.4,8.6,100.0,0.0,0.8,29.4,49,995.3,27.7,dhaka,64,Moderate,False
2023-05-14T10:00,26.0,18.2,260.0,10.2,7.5,102.0,0.0,0.6,28.6,51,994.5,26.4,dhaka,64,Moderate,False
2023-05-14T11:00,24.9,17.4,258.0,10.6,6.5,104.0,0.0,0.5,28.7,51,994.1,26.1,dhaka,62,Moderate,False
2023-05-14T12:00,16.6,11.6,276.0,17.7,9.0,85.0,0.0,0.05,26.4,58,996.1,19.5,dhaka,48,Good,False
2023-05-14T13:00,17.1,11.9,287.0,18.3,9.0,81.0,0.0,0.0,26.1,58,996.8,19.0,dhaka,50,Good,False
2023-05-14T14:00,18.7,13.0,304.0,19.2,9.0,75.0,0.0,0.0,25.9,57,997.8,17.7,dhaka,53,Moderate,False
2023-05-14T15:00,21.0,14.7,328.0,21.6,9.6,66.0,0.0,0.0,26.2,52,998.8,16.7,dhaka,56,Moderate,False
2023-05-14T16:00,24.6,17.2,347.0,25.2,10.9,60.0,0.0,0.0,26.6,49,999.2,15.0,dhaka,62,Moderate,False
2023-05-14T17:00,28.7,20.1,368.0,29.9,12.7,53.0,0.0,0.0,25.7,52,999.0,6.3,dhaka,68,Moderate,False
2023-05-14T18:00,32.5,22.7,395.0,35.1,14.8,45.0,0.0,0.0,24.3,59,998.6,5.4,dhaka,73,Moderate,False
2023-05-14T19:00,38.2,26.7,416.0,37.6,15.8,38.0,0.0,0.0,23.7,62,998.1,5.6,dhaka,82,Moderate,False
2023-05-14T20:00,43.2,30.3,438.0,39.3,16.4,30.0,0.0,0.0,23.5,63,998.0,5.2,dhaka,89,Moderate,False
2023-05-14T21:00,45.1,31.5,455.0,39.6,16.7,24.0,0.0,0.0,23.2,67,998.2,5.1,dhaka,92,Moderate,False
2023-05-14T22:00,44.8,31.3,455.0,37.7,16.3,23.0,0.0,0.0,24.2,62,998.7,4.3,dhaka,91,Moderate,False
2023-05-14T23:00,43.4,30.4,446.0,34.4,15.4,24.0,0.0,0.0,22.9,69,999.5,5.5,dhaka,89,Moderate,False
2023-05-15T00:00,29.8,20.9,306.0,16.9,16.4,53.0,0.0,0.25,23.5,72,1001.7,7.5,dhaka,70,Moderate,False
2023-05-15T01:00,31.0,21.7,312.0,16.9,16.6,67.0,0.0,1.15,24.8,66,1002.5,12.5,dhaka,71,Moderate,False
2023-05-15T02:00,31.4,22.0,321.0,16.7,16.8,88.0,0.0,2.95,26.2,62,1003.3,13.4,dhaka,72,Moderate,False
2023-05-15T03:00,31.8,22.2,325.0,15.4,16.0,114.0,0.0,5.25,27.9,56,1003.7,15.0,dhaka,72,Moderate,False
2023-05-15T04:00,30.9,21.6,314.0,12.5,13.8,131.0,0.0,7.55,29.6,51,1003.5,16.1,dhaka,71,Moderate,False
2023-05-15T05:00,29.7,20.8,295.0,8.6,10.8,147.0,0.0,9.15,31.2,47,1003.6,14.4,dhaka,69,Moderate,False
2023-05-15T06:00,29.3,20.4,276.0,4.7,7.5,163.0,0.0,9.4,32.5,43,1002.9,13.6,dhaka,68,Moderate,False
2023-05-15T07:00,28.6,20.0,269.0,3.4,6.3,170.0,0.0,8.05,33.5,40,1001.8,12.8,dhaka,68,Moderate,False
2023-05-15T08:00,28.9,20.2,266.0,3.1,5.7,174.0,0.0,5.7,34.2,38,1000.7,13.8,dhaka,68,Moderate,False
2023-05-15T09:00,32.1,22.3,274.0,5.7,5.5,173.0,0.0,3.2,34.2,38,999.9,15.7,dhaka,72,Moderate,False
2023-05-15T10:00,35.6,24.8,294.0,11.6,5.7,166.0,0.0,1.45,33.8,40,999.7,14.5,dhaka,78,Moderate,False
2023-05-15T11:00,38.1,26.4,324.0,19.9,6.2,153.0,0.0,0.45,33.2,44,999.5,13.2,dhaka,81,Moderate,False
2023-05-15T12:00,27.1,18.9,361.0,31.1,7.4,119.0,0.0,0.05,31.9,48,1000.3,11.8,dhaka,65,Moderate,False
2023-05-15T13:00,30.4,21.2,376.0,33.2,8.5,102.0,0.0,0.0,30.5,54,1000.9,10.8,dhaka,70,Moderate,False
2023-05-15T14:00,29.0,20.3,396.0,36.1,9.9,79.0,0.0,0.0,29.1,64,1002.7,19.5,dhaka,68,Moderate,False
2023-05-15T15:00,24.5,17.1,414.0,37.4,10.7,56.0,0.0,0.0,24.7,89,1003.2,19.2,dhaka,62,Moderate,False
2023-05-15T16:00,22.6,15.5,410.0,34.0,9.2,55.0,0.0,0.0,24.6,88,1002.9,5.9,dhaka,58,Moderate,False
2023-05-15T17:00,25.7,17.4,397.0,28.4,6.7,62.0,0.0,0.0,24.9,87,1002.7,9.8,dhaka,62,Moderate,False
2023-05-15T18:00,29.3,19.7,383.0,21.9,4.2,70.0,0.0,0.0,24.9,89,1002.3,9.3,dhaka,67,Moderate,False
2023-05-15T19:00,32.6,21.9,384.0,19.5,4.0,68.0,0.0,0.0,24.9,92,1001.8,9.9,dhaka,72,Moderate,False
2023-05-15T20:00,39.1,26.3,389.0,18.1,4.5,63.0,0.0,0.0,25.3,91,1001.2,13.6,dhaka,81,Moderate,False
2023-05-15T21:00,41.3,27.8,389.0,16.2,5.2,60.0,0.0,0.0,25.3,93,1001.3,14.6,dhaka,84,Moderate,False
2023-05-15T22:00,40.0,26.7,376.0,13.5,5.0,64.0,1.0,0.0,26.2,93,1001.6,16.1,dhaka,82,Moderate,False
2023-05-15T23:00,40.5,26.9,357.0,10.5,4.7,71.0,1.0,0.0,26.5,92,1002.4,13.9,dhaka,82,Moderate,False
2023-05-16T00:00,42.3,28.4,358.0,12.5,7.2,65.0,1.0,0.05,25.8,88,1003.6,9.6,dhaka,85,Moderate,False
2023-05-16T01:00,39.6,26.1,359.0,15.6,7.4,69.0,1.0,0.2,27.1,83,1004.3,9.7,dhaka,80,Moderate,False
2023-05-16T02:00,37.1,24.2,360.0,20.0,7.6,75.0,1.0,0.4,29.1,76,1005.0,11.3,dhaka,76,Moderate,False
2023-05-16T03:00,38.5,24.7,358.0,22.8,7.8,88.0,1.0,1.0,31.4,68,1005.2,15.5,dhaka,77,Moderate,False
2023-05-16T04:00,36.6,23.6,353.0,19.7,7.8,105.0,1.0,2.05,32.6,62,1005.0,17.3,dhaka,75,Moderate,False
2023-05-16T05:00,40.7,26.3,346.0,14.1,7.8,127.0,1.0,5.55,33.8,57,1004.6,18.4,dhaka,81,Moderate,False
2023-05-16T06:00,43.8,28.5,334.0,7.9,7.5,149.0,1.0,6.5,34.9,53,1003.8,18.4,dhaka,85,Moderate,False
2023-05-16T07:00,46.0,29.7,322.0,5.9,6.9,157.0,1.0,5.45,35.8,48,1002.8,19.1,dhaka,88,Moderate,False
2023-05-16T08:00,45.4,28.9,307.0,5.2,6.0,160.0,2.0,2.5,36.1,44,1001.5,18.4,dhaka,86,Moderate,False
2023-05-16T09:00,46.7,29.7,294.0,6.9,5.3,156.0,2.0,2.55,36.5,43,1000.2,19.9,dhaka,88,Moderate,False
2023-05-16T10:00,49.0,31.1,294.0,11.9,5.4,143.0,2.0,0.95,34.4,52,1000.0,21.4,dhaka,91,Moderate,False
2023-05-16T11:00,50.9,31.9,300.0,19.0,5.9,123.0,2.0,0.2,31.6,62,1001.1,14.7,dhaka,93,Moderate,False
2023-05-16T12:00,60.3,38.6,331.0,26.1,5.8,92.0,3.0,0.05,31.3,61,1002.4,20.6,dhaka,109,Unhealthy for Sensitive Groups,True
2023-05-16T13:00,54.5,34.2,319.0,24.9,5.4,85.0,2.0,0.0,29.9,68,1003.1,18.6,dhaka,97,Moderate,False
2023-05-16T14:00,52.5,32.4,302.0,23.3,4.9,74.0,2.0,0.0,29.2,73,1004.2,21.3,dhaka,94,Moderate,False
2023-05-16T15:00,51.5,31.3,288.0,22.3,5.2,61.0,1.0,0.0,28.4,79,1004.6,23.1,dhaka,91,Moderate,False
2023-05-16T16:00,52.7,32.0,294.0,24.2,7.2,53.0,1.0,0.0,27.8,82,1004.9,21.6,dhaka,93,Moderate,False
2023-05-16T17:00,49.6,31.3,308.0,27.4,10.1,47.0,1.0,0.0,27.4,85,1004.8,19.8,dhaka,91,Moderate,False
2023-05-16T18:00,48.9,30.5,316.0,28.9,12.4,42.0,1.0,0.0,27.3,87,1004.2,19.5,dhaka,90,Moderate,False
2023-05-16T19:00,44.2,27.9,302.0,25.4,11.6,43.0,1.0,0.0,27.1,89,1003.7,18.7,dhaka,84,Moderate,False
2023-05-16T20:00,39.9,25.3,279.0,19.6,9.4,47.0,0.0,0.0,26.8,91,1003.6,14.4,dhaka,79,Moderate,False
2023-05-16T21:00,37.4,23.6,252.0,13.0,7.0,53.0,0.0,0.0,27.2,89,1003.4,14.8,dhaka,75,Moderate,False
2023-05-16T22:00,34.5,21.9,239.0,10.1,6.2,57.0,0.0,0.0,27.4,89,1003.4,17.0,dhaka,72,Moderate,False
2023-05-16T23:00,31.9,20.6,230.0,8.2,5.7,60.0,1.0,0.0,27.1,91,1003.3,19.1,dhaka,69,Moderate,False
2023-05-17T00:00,31.5,19.3,209.0,6.5,6.4,65.0,0.0,0.1,26.0,88,1005.6,15.3,dhaka,66,Moderate,False
2023-05-17T01:00,34.3,20.4,226.0,10.0,6.7,64.0,0.0,0.25,27.2,83,1006.7,16.6,dhaka,68,Moderate,False
2023-05-17T02:00,36.1,21.8,250.0,14.8,7.1,62.0,1.0,1.55,28.8,78,1007.3,21.7,dhaka,71,Moderate,False
2023-05-17T03:00,38.8,23.3,273.0,18.5,7.7,67.0,1.0,3.3,29.7,75,1007.8,19.1,dhaka,75,Moderate,False
2023-05-17T04:00,42.7,26.0,273.0,16.4,8.3,83.0,1.0,5.1,31.3,69,1007.3,23.4,dhaka,80,Moderate,False
2023-05-17T05:00,48.8,30.0,264.0,12.0,9.1,105.0,1.0,4.85,32.6,64,1006.3,25.5,dhaka,89,Moderate,False
