timestamp,location,pm1_0,pm2_5,pm10,cnt0_3,cnt0_5,cnt1_0,cnt2_5,cnt5_0,cnt10_0,mq135_adc,mq136_adc,mics_red_adc,mics_nox_adc,mp135_adc,temperature,humidity,aqi,aqi_category,is_hazard
2024-01-03T23:00,dhaka,47.0,81.0,116.2,3917,1133,282,60,14,3,2047,1122,2662,1619,1836,12.9,98.0,164,Unhealthy,1
2024-01-04T00:00,dhaka,46.3,79.9,114.8,3818,1117,279,59,14,3,2045,1135,2656,1594,1826,12.4,99.0,164,Unhealthy,1
2024-01-04T01:00,dhaka,46.6,80.3,115.0,3836,1120,279,60,14,3,2052,1141,2678,1597,1834,13.8,99.0,164,Unhealthy,1
2024-01-04T02:00,dhaka,46.7,80.6,115.5,3854,1130,281,60,14,3,2029,1136,2668,1593,1826,14.9,99.0,164,Unhealthy,1
2024-01-04T03:00,dhaka,44.5,76.8,110.1,3703,1079,268,57,13,3,2001,1124,2626,1560,1813,17.2,94.0,162,Unhealthy,1
2024-01-04T04:00,dhaka,37.1,64.0,91.7,3075,903,221,47,11,2,1866,1068,2431,1424,1676,20.2,83.0,155,Unhealthy,1
2024-01-04T05:00,dhaka,28.3,48.8,70.1,2338,678,171,36,8,1,1698,1016,2226,1329,1551,22.2,71.0,134,Unhealthy for Sensitive Groups,1
2024-01-04T06:00,dhaka,23.1,39.8,57.3,1913,556,141,30,7,1,1580,988,2062,1276,1456,23.3,63.0,112,Unhealthy for Sensitive Groups,1
2024-01-04T07:00,dhaka,20.6,35.6,51.5,1726,511,125,26,6,1,1547,965,1990,1235,1404,24.0,60.0,101,Unhealthy for Sensitive Groups,1
2024-01-04T08:00,dhaka,19.1,32.9,47.6,1600,459,112,25,5,1,1481,955,1942,1197,1400,24.3,59.0,95,Moderate,0
2024-01-04T09:00,dhaka,18.0,31.0,44.9,1494,435,110,23,5,1,1490,948,1939,1207,1383,24.3,57.0,91,Moderate,0
2024-01-04T10:00,dhaka,17.3,29.8,43.4,1441,416,105,22,5,1,1479,930,1953,1226,1398,23.9,59.0,88,Moderate,0
2024-01-04T11:00,dhaka,20.2,34.9,50.5,1682,491,124,26,6,1,1556,972,2050,1302,1436,21.4,77.0,99,Moderate,0
2024-01-04T12:00,dhaka,28.9,49.8,71.9,2381,697,174,37,8,1,1739,1023,2232,1449,1577,18.9,83.0,136,Unhealthy for Sensitive Groups,1
2024-01-04T13:00,dhaka,35.1,60.5,87.3,2909,839,210,45,10,2,1831,1062,2428,1522,1677,17.9,83.0,154,Unhealthy,1
2024-01-04T14:00,dhaka,40.0,68.9,99.4,3313,967,242,51,12,2,1947,1109,2530,1628,1756,16.2,89.0,158,Unhealthy,1
2024-01-04T15:00,dhaka,43.2,74.5,107.1,3561,1048,260,55,13,2,2039,1110,2664,1681,1810,15.4,91.0,161,Unhealthy,1
2024-01-04T16:00,dhaka,45.4,78.2,112.5,3734,1096,272,59,14,3,2071,1141,2727,1681,1857,15.4,89.0,163,Unhealthy,1
2024-01-04T17:00,dhaka,45.6,78.7,113.4,3794,1101,273,58,14,3,2068,1140,2749,1691,1871,14.4,92.0,163,Unhealthy,1
2024-01-04T18:00,dhaka,44.1,76.1,109.7,3630,1074,268,56,13,3,2050,1126,2708,1679,1823,13.8,93.0,162,Unhealthy,1
2024-01-04T19:00,dhaka,41.2,71.0,102.4,3426,995,246,52,12,2,2006,1109,2620,1623,1816,13.7,92.0,159,Unhealthy,1
2024-01-04T20:00,dhaka,37.9,65.4,94.3,3133,911,231,48,11,2,1938,1077,2544,1538,1738,13.4,92.0,156,Unhealthy,1
2024-01-04T21:00,dhaka,35.3,60.8,87.8,2922,850,211,46,10,2,1877,1054,2425,1505,1678,12.9,93.0,154,Unhealthy,1
2024-01-04T22:00,dhaka,32.2,55.6,80.1,2669,778,195,41,10,2,1805,1038,2367,1442,1639,12.7,93.0,151,Unhealthy,1
2024-01-04T23:00,dhaka,30.3,52.3,75.2,2517,729,185,39,9,2,1769,1025,2317,1405,1595,12.6,93.0,142,Unhealthy for Sensitive Groups,1
2024-01-05T00:00,dhaka,33.2,57.2,82.2,2757,804,200,42,10,2,1801,1041,2349,1425,1642,12.5,93.0,152,Unhealthy,1
2024-01-05T01:00,dhaka,36.5,62.9,90.8,2998,882,221,47,11,2,1868,1063,2448,1450,1666,13.1,94.0,155,Unhealthy,1
2024-01-05T02:00,dhaka,38.9,67.1,96.4,3244,944,233,49,12,2,1915,1087,2512,1477,1739,15.6,88.0,157,Unhealthy,1
2024-01-05T03:00,dhaka,38.1,65.7,94.3,3150,925,229,48,11,2,1896,1089,2488,1463,1705,18.5,82.0,156,Unhealthy,1
2024-01-05T04:00,dhaka,33.8,58.3,84.1,2797,812,203,44,10,2,1799,1053,2364,1393,1634,20.8,74.0,152,Unhealthy,1
2024-01-05T05:00,dhaka,28.0,48.3,70.1,2347,675,170,37,8,1,1679,1030,2192,1317,1537,22.4,66.0,133,Unhealthy for Sensitive Groups,1
2024-01-05T06:00,dhaka,22.5,38.8,56.6,1859,538,137,28,6,1,1564,990,2026,1254,1433,23.5,62.0,109,Unhealthy for Sensitive Groups,1
2024-01-05T07:00,dhaka,20.1,34.7,51.0,1659,489,118,26,6,1,1514,971,1957,1215,1403,24.2,57.0,99,Moderate,0
2024-01-05T08:00,dhaka,18.9,32.6,48.4,1572,454,112,24,5,1,1486,964,1932,1205,1399,24.6,54.0,94,Moderate,0
2024-01-05T09:00,dhaka,18.3,31.5,47.6,1509,447,111,23,5,1,1488,947,1956,1211,1370,24.6,52.0,92,Moderate,0
2024-01-05T10:00,dhaka,18.0,31.0,47.0,1489,429,109,23,5,1,1487,947,1968,1235,1407,24.1,56.0,91,Moderate,0
2024-01-05T11:00,dhaka,21.4,36.9,54.7,1747,523,127,26,6,1,1581,971,2063,1323,1455,23.7,57.0,104,Unhealthy for Sensitive Groups,1
2024-01-05T12:00,dhaka,34.2,59.0,87.8,2824,830,203,44,10,2,1792,1063,2322,1475,1626,21.0,67.0,153,Unhealthy,1
2024-01-05T13:00,dhaka,40.1,69.2,102.0,3317,971,241,52,12,2,1893,1117,2455,1559,1699,18.7,79.0,158,Unhealthy,1
2024-01-05T14:00,dhaka,44.7,77.1,112.9,3711,1078,270,58,13,3,1992,1143,2593,1612,1788,16.4,88.0,162,Unhealthy,1
2024-01-05T15:00,dhaka,46.3,79.9,117.1,3825,1119,276,60,14,3,2035,1153,2638,1608,1830,15.6,90.0,164,Unhealthy,1
2024-01-05T16:00,dhaka,44.8,77.3,113.4,3698,1075,271,57,13,3,1996,1150,2600,1589,1806,15.3,90.0,162,Unhealthy,1
2024-01-05T17:00,dhaka,41.7,71.9,105.7,3456,998,251,54,12,2,1947,1108,2528,1550,1758,15.1,90.0,159,Unhealthy,1
2024-01-05T18:00,dhaka,38.1,65.7,96.4,3152,926,228,49,11,2,1853,1069,2437,1514,1693,14.6,90.0,156,Unhealthy,1
2024-01-05T19:00,dhaka,35.3,60.8,89.2,2915,857,212,44,10,2,1817,1074,2360,1442,1638,13.9,91.0,154,Unhealthy,1
2024-01-05T20:00,dhaka,32.2,55.5,81.5,2661,778,194,41,9,2,1720,1040,2268,1393,1608,13.7,92.0,151,Unhealthy,1
2024-01-05T21:00,dhaka,29.1,50.1,73.3,2413,695,174,37,9,2,1705,1024,2218,1335,1563,13.4,91.0,137,Unhealthy for Sensitive Groups,1
2024-01-05T22:00,dhaka,26.0,44.9,65.7,2154,626,156,33,8,1,1657,994,2141,1315,1517,13.1,91.0,124,Unhealthy for Sensitive Groups,1
2024-01-05T23:00,dhaka,23.8,41.1,59.8,1946,583,147,30,7,1,1613,999,2091,1284,1485,12.7,92.0,115,Unhealthy for Sensitive Groups,1
2024-01-06T00:00,dhaka,32.4,55.8,81.0,2695,781,194,42,10,2,1763,1043,2313,1415,1609,12.7,92.0,151,Unhealthy,1
2024-01-06T01:00,dhaka,34.6,59.6,86.6,2867,839,208,44,10,2,1803,1053,2346,1446,1633,15.0,87.0,153,Unhealthy,1
2024-01-06T02:00,dhaka,36.6,63.1,91.5,3032,882,222,47,11,2,1865,1076,2421,1457,1680,16.1,86.0,155,Unhealthy,1
2024-01-06T03:00,dhaka,36.9,63.6,91.7,3060,891,220,48,11,2,1870,1081,2425,1452,1703,18.8,80.0,155,Unhealthy,1
2024-01-06T04:00,dhaka,35.1,60.5,88.0,2899,850,211,45,10,2,1798,1088,2367,1415,1643,21.2,72.0,154,Unhealthy,1
2024-01-06T05:00,dhaka,31.3,53.9,78.9,2591,764,190,40,9,2,1722,1053,2219,1357,1576,22.9,65.0,146,Unhealthy for Sensitive Groups,1
2024-01-06T06:00,dhaka,24.7,42.6,63.1,2031,605,147,31,7,1,1608,1010,2081,1286,1477,24.0,60.0,118,Unhealthy for Sensitive Groups,1
2024-01-06T07:00,dhaka,20.5,35.3,53.0,1722,485,122,27,6,1,1532,974,1986,1227,1401,24.6,55.0,100,Moderate,0
2024-01-06T08:00,dhaka,18.0,31.1,47.0,1471,438,110,23,5,1,1480,947,1936,1186,1384,25.0,53.0,91,Moderate,0
2024-01-06T09:00,dhaka,16.4,28.3,43.1,1353,395,98,21,5,1,1464,950,1902,1199,1339,25.0,52.0,85,Moderate,0
2024-01-06T10:00,dhaka,15.5,26.8,40.5,1293,367,92,19,4,1,1448,921,1932,1188,1337,24.3,58.0,82,Moderate,0
2024-01-06T11:00,dhaka,17.0,29.3,43.2,1413,411,105,21,5,1,1473,933,1951,1231,1377,21.8,71.0,87,Moderate,0
2024-01-06T12:00,dhaka,23.0,39.7,58.8,1903,555,136,30,7,1,1627,982,2119,1352,1467,19.9,76.0,111,Unhealthy for Sensitive Groups,1
2024-01-06T13:00,dhaka,26.6,45.9,67.3,2207,640,158,34,8,1,1675,1002,2201,1393,1520,17.9,84.0,127,Unhealthy for Sensitive Groups,1
2024-01-06T14:00,dhaka,28.0,48.3,70.5,2309,686,168,36,8,1,1700,1001,2195,1402,1538,17.2,86.0,133,Unhealthy for Sensitive Groups,1
2024-01-06T15:00,dhaka,26.0,44.9,65.4,2155,621,156,33,8,1,1652,1002,2189,1363,1517,16.8,88.0,124,Unhealthy for Sensitive Groups,1
2024-01-06T16:00,dhaka,24.2,41.7,60.8,1995,581,148,31,7,1,1637,987,2153,1339,1506,16.5,88.0,116,Unhealthy for Sensitive Groups,1
2024-01-06T17:00,dhaka,23.4,40.3,58.8,1943,556,141,30,7,1,1614,981,2117,1313,1486,15.9,89.0,113,Unhealthy for Sensitive Groups,1
2024-01-06T18:00,dhaka,22.6,39.0,56.9,1846,547,137,29,7,1,1593,967,2094,1300,1482,15.4,90.0,110,Unhealthy for Sensitive Groups,1
2024-01-06T19:00,dhaka,21.8,37.5,54.7,1811,527,127,27,6,1,1585,961,2057,1265,1472,15.2,90.0,106,Unhealthy for Sensitive Groups,1
2024-01-06T20:00,dhaka,20.8,35.9,52.5,1703,501,124,26,6,1,1569,966,2032,1257,1439,14.9,92.0,102,Unhealthy for Sensitive Groups,1
2024-01-06T21:00,dhaka,20.4,35.2,51.6,1682,488,124,25,6,1,1544,965,2038,1237,1433,14.7,92.0,100,Moderate,0
2024-01-06T22:00,dhaka,20.5,35.4,51.9,1689,503,123,26,6,1,1559,969,2040,1256,1440,14.7,92.0,100,Moderate,0
2024-01-06T23:00,dhaka,21.0,36.2,53.2,1729,506,126,26,6,1,1557,972,2024,1262,1429,14.7,92.0,103,Unhealthy for Sensitive Groups,1
2024-01-07T00:00,dhaka,23.0,39.6,58.2,1908,551,136,30,7,1,1580,982,2098,1284,1479,14.3,92.0,111,Unhealthy for Sensitive Groups,1
2024-01-07T01:00,dhaka,25.0,43.1,63.3,2077,607,152,32,7,1,1639,989,2147,1295,1526,14.3,93.0,120,Unhealthy for Sensitive Groups,1
2024-01-07T02:00,dhaka,27.1,46.7,68.0,2240,648,163,34,8,1,1703,1008,2209,1326,1548,16.0,87.0,129,Unhealthy for Sensitive Groups,1
2024-01-07T03:00,dhaka,27.5,47.4,69.8,2278,661,165,35,8,1,1692,1027,2222,1323,1566,18.2,81.0,130,Unhealthy for Sensitive Groups,1
2024-01-07T04:00,dhaka,26.3,45.4,67.1,2170,637,158,33,8,1,1667,1014,2170,1298,1540,19.8,76.0,125,Unhealthy for Sensitive Groups,1
2024-01-07T05:00,dhaka,23.5,40.6,60.1,1950,563,140,31,7,1,1626,997,2083,1270,1469,22.3,67.0,114,Unhealthy for Sensitive Groups,1
2024-01-07T06:00,dhaka,20.1,34.6,51.2,1669,486,121,25,6,1,1532,980,2000,1242,1438,23.7,60.0,98,Moderate,0
2024-01-07T07:00,dhaka,17.8,30.7,45.8,1467,427,107,22,5,1,1499,965,1961,1193,1378,24.6,55.0,90,Moderate,0
2024-01-07T08:00,dhaka,17.1,29.4,43.9,1381,408,101,21,5,1,1467,944,1920,1196,1377,25.0,52.0,87,Moderate,0
2024-01-07T09:00,dhaka,16.8,29.0,43.3,1375,408,100,21,5,1,1481,937,1904,1189,1376,25.0,50.0,87,Moderate,0
2024-01-07T10:00,dhaka,16.8,28.9,43.2,1417,401,101,21,5,1,1466,927,1938,1209,1357,24.4,56.0,86,Moderate,0
2024-01-07T11:00,dhaka,18.8,32.5,47.8,1570,455,113,23,5,1,1513,948,2000,1263,1400,21.5,72.0,94,Moderate,0
2024-01-07T12:00,dhaka,26.9,46.4,68.7,2221,649,164,34,8,1,1646,993,2138,1381,1511,19.2,78.0,128,Unhealthy for Sensitive Groups,1
2024-01-07T13:00,dhaka,28.7,49.5,72.9,2383,698,174,37,8,1,1705,1017,2190,1391,1552,18.6,77.0,135,Unhealthy for Sensitive Groups,1
2024-01-07T14:00,dhaka,29.2,50.4,74.3,2380,711,173,36,9,2,1692,1015,2217,1384,1555,17.5,81.0,138,Unhealthy for Sensitive Groups,1
2024-01-07T15:00,dhaka,29.6,51.1,75.4,2471,713,179,37,9,2,1711,1022,2216,1370,1556,16.8,83.0,139,Unhealthy for Sensitive Groups,1
2024-01-07T16:00,dhaka,30.4,52.4,77.5,2509,722,185,39,9,2,1706,1028,2235,1367,1575,16.5,83.0,143,Unhealthy for Sensitive Groups,1
2024-01-07T17:00,dhaka,30.4,52.5,77.5,2548,743,184,39,9,2,1700,1026,2213,1367,1559,16.3,83.0,143,Unhealthy for Sensitive Groups,1
2024-01-07T18:00,dhaka,29.2,50.3,74.5,2414,702,176,37,9,2,1681,1018,2194,1349,1536,15.8,86.0,137,Unhealthy for Sensitive Groups,1
2024-01-07T19:00,dhaka,27.3,47.1,69.6,2253,649,163,35,8,1,1651,990,2165,1310,1502,15.5,89.0,130,Unhealthy for Sensitive Groups,1
2024-01-07T20:00,dhaka,25.6,44.2,65.4,2127,622,151,33,7,1,1626,993,2111,1294,1495,15.5,91.0,122,Unhealthy for Sensitive Groups,1
2024-01-07T21:00,dhaka,24.9,43.0,63.6,2097,604,150,32,7,1,1627,979,2120,1287,1480,15.5,92.0,119,Unhealthy for Sensitive Groups,1
2024-01-07T22:00,dhaka,25.5,44.0,65.2,2096,615,153,33,7,1,1607,985,2129,1289,1498,15.3,93.0,122,Unhealthy for Sensitive Groups,1
2024-01-07T23:00,dhaka,27.5,47.5,70.5,2273,666,163,36,8,1,1668,1014,2157,1307,1530,15.1,94.0,131,Unhealthy for Sensitive Groups,1
2024-01-08T00:00,dhaka,37.0,63.8,95.9,3057,894,222,47,11,2,1821,1072,2368,1405,1649,14.7,95.0,155,Unhealthy,1
2024-01-08T01:00,dhaka,41.1,70.8,106.2,3392,990,248,53,12,2,1874,1110,2438,1458,1699,14.8,96.0,159,Unhealthy,1
2024-01-08T02:00,dhaka,43.2,74.5,111.8,3560,1044,261,56,13,2,1919,1125,2503,1492,1740,16.4,94.0,161,Unhealthy,1
2024-01-08T03:00,dhaka,43.5,75.0,112.0,3561,1044,264,56,13,3,1938,1125,2501,1493,1752,18.4,88.0,161,Unhealthy,1
2024-01-08T04:00,dhaka,40.5,69.8,104.5,3313,977,244,51,12,2,1859,1111,2424,1456,1715,20.5,82.0,158,Unhealthy,1
2024-01-08T05:00,dhaka,35.4,61.0,92.4,2942,856,213,46,10,2,1761,1069,2283,1371,1629,22.3,75.0,154,Unhealthy,1
2024-01-08T06:00,dhaka,34.0,58.7,89.6,2821,824,205,44,10,2,1745,1063,2244,1362,1574,23.5,67.0,153,Unhealthy,1
2024-01-08T07:00,dhaka,35.4,61.0,92.9,2921,852,210,44,10,2,1737,1079,2247,1389,1593,24.4,61.0,154,Unhealthy,1
2024-01-08T08:00,dhaka,33.2,57.2,87.3,2732,793,200,42,10,2,1699,1055,2199,1345,1569,24.8,57.0,152,Unhealthy,1
2024-01-08T09:00,dhaka,32.5,56.0,85.9,2669,787,197,41,10,2,1699,1048,2215,1345,1556,24.8,56.0,151,Unhealthy,1
2024-01-08T10:00,dhaka,34.7,59.8,91.0,2854,841,208,44,10,2,1756,1065,2256,1388,1590,24.3,58.0,153,Unhealthy,1
2024-01-08T11:00,dhaka,37.5,64.7,97.3,3087,903,226,48,11,2,1809,1087,2337,1443,1643,21.8,73.0,156,Unhealthy,1
2024-01-08T12:00,dhaka,47.0,81.0,122.0,3873,1134,280,60,14,3,1936,1140,2515,1537,1768,19.6,79.0,164,Unhealthy,1
2024-01-08T13:00,dhaka,49.4,85.2,128.1,4084,1192,298,64,15,3,1977,1165,2573,1571,1798,18.4,85.0,166,Unhealthy,1
2024-01-08T14:00,dhaka,51.4,88.7,132.7,4245,1240,309,66,15,3,2028,1172,2612,1608,1813,17.5,88.0,168,Unhealthy,1
2024-01-08T15:00,dhaka,53.2,91.7,137.4,4377,1289,323,69,16,3,2050,1189,2652,1603,1864,16.7,90.0,170,Unhealthy,1
2024-01-08T16:00,dhaka,55.0,94.8,141.6,4558,1317,330,71,17,3,2060,1189,2700,1617,1894,16.5,91.0,171,Unhealthy,1
2024-01-08T17:00,dhaka,56.2,96.9,144.8,4665,1353,339,72,17,3,2076,1221,2710,1637,1895,16.3,91.0,172,Unhealthy,1
2024-01-08T18:00,dhaka,56.7,97.8,146.2,4698,1372,342,73,17,3,2102,1225,2728,1628,1896,16.0,91.0,173,Unhealthy,1
2024-01-08T19:00,dhaka,56.8,98.0,144.8,4702,1367,341,73,17,3,2099,1221,2707,1625,1905,15.5,91.0,173,Unhealthy,1
2024-01-08T20:00,dhaka,57.1,98.5,144.8,4713,1376,345,73,17,3,2080,1223,2722,1608,1893,15.0,91.0,173,Unhealthy,1
2024-01-08T21:00,dhaka,57.2,98.7,144.8,4735,1383,346,73,17,3,2095,1225,2732,1618,1896,14.6,92.0,173,Unhealthy,1
2024-01-08T22:00,dhaka,57.4,99.0,144.4,4759,1375,346,74,17,3,2096,1225,2735,1613,1896,14.2,92.0,173,Unhealthy,1
2024-01-08T23:00,dhaka,57.2,98.7,143.4,4747,1374,344,74,17,3,2101,1220,2699,1598,1912,13.8,92.0,173,Unhealthy,1
2024-01-09T00:00,dhaka,57.7,99.4,144.4,4753,1391,349,74,17,3,2101,1230,2745,1633,1922,13.4,93.0,174,Unhealthy,1
2024-01-09T01:00,dhaka,58.8,101.3,146.7,4827,1420,356,76,18,4,2128,1224,2751,1653,1926,14.1,95.0,175,Unhealthy,1
2024-01-09T02:00,dhaka,58.8,101.3,146.7,4852,1410,355,75,18,4,2141,1250,2786,1654,1936,15.4,93.0,175,Unhealthy,1
2024-01-09T03:00,dhaka,58.8,101.3,147.1,4873,1424,353,75,18,4,2137,1233,2779,1633,1933,17.5,86.0,175,Unhealthy,1
2024-01-09T04:00,dhaka,57.7,99.4,146.2,4781,1391,346,74,17,3,2107,1222,2758,1632,1911,19.7,79.0,174,Unhealthy,1
2024-01-09T05:00,dhaka,53.5,92.2,137.8,4454,1287,323,68,16,3,2027,1209,2658,1570,1872,21.7,71.0,170,Unhealthy,1
2024-01-09T06:00,dhaka,47.4,81.7,123.9,3941,1140,285,60,14,3,1932,1160,2511,1502,1774,22.8,65.0,165,Unhealthy,1
2024-01-09T07:00,dhaka,45.1,77.8,118.3,3736,1092,272,58,14,3,1902,1146,2441,1490,1729,23.6,60.0,163,Unhealthy,1
2024-01-09T08:00,dhaka,42.3,72.9,111.1,3484,1020,255,54,13,2,1855,1124,2415,1444,1686,24.0,58.0,160,Unhealthy,1
2024-01-09T09:00,dhaka,39.0,67.3,102.9,3208,947,236,50,12,2,1801,1093,2336,1413,1649,24.1,57.0,157,Unhealthy,1
2024-01-09T10:00,dhaka,38.7,66.8,101.7,3183,933,234,49,12,2,1809,1107,2330,1417,1663,23.5,59.0,157,Unhealthy,1
2024-01-09T11:00,dhaka,40.5,69.8,105.0,3381,979,244,52,12,2,1851,1102,2409,1466,1687,21.2,73.0,158,Unhealthy,1
2024-01-09T12:00,dhaka,44.8,77.3,115.5,3697,1086,268,58,13,3,1921,1129,2514,1543,1736,18.6,81.0,162,Unhealthy,1
2024-01-09T13:00,dhaka,43.7,75.4,112.2,3620,1052,261,56,13,3,1921,1127,2501,1523,1735,16.7,88.0,161,Unhealthy,1
2024-01-09T14:00,dhaka,43.5,75.0,111.3,3604,1055,262,56,13,3,1918,1120,2501,1540,1729,15.6,90.0,161,Unhealthy,1
2024-01-09T15:00,dhaka,44.4,76.6,113.4,3676,1072,267,57,13,3,1947,1137,2532,1551,1762,14.7,91.0,162,Unhealthy,1
2024-01-09T16:00,dhaka,45.2,78.0,115.3,3744,1095,275,59,14,3,1945,1120,2551,1550,1771,14.2,91.0,163,Unhealthy,1
2024-01-09T17:00,dhaka,44.0,75.9,112.0,3648,1061,263,56,13,3,1925,1133,2542,1521,1781,14.0,91.0,162,Unhealthy,1
2024-01-09T18:00,dhaka,42.3,72.9,107.8,3470,1018,255,53,13,2,1923,1110,2484,1501,1715,14.0,91.0,160,Unhealthy,1
2024-01-09T19:00,dhaka,41.5,71.5,105.9,3468,1001,249,53,12,2,1893,1098,2464,1494,1729,14.4,91.0,159,Unhealthy,1
2024-01-09T20:00,dhaka,41.5,71.5,106.2,3423,999,251,54,12,2,1901,1125,2442,1482,1700,14.2,92.0,159,Unhealthy,1
2024-01-09T21:00,dhaka,41.9,72.2,106.9,3458,1004,250,54,12,2,1880,1119,2440,1480,1712,13.5,94.0,160,Unhealthy,1
2024-01-09T22:00,dhaka,42.3,72.9,107.3,3494,1014,256,54,13,2,1898,1111,2469,1482,1716,12.3,96.0,160,Unhealthy,1
2024-01-09T23:00,dhaka,42.9,74.0,108.7,3572,1038,259,54,13,2,1914,1132,2490,1489,1723,11.8,96.0,161,Unhealthy,1
2024-01-10T00:00,dhaka,43.6,75.2,109.9,3633,1057,261,56,13,3,1926,1133,2485,1499,1741,11.7,96.0,161,Unhealthy,1
2024-01-10T01:00,dhaka,47.8,82.4,120.1,3970,1148,285,61,14,3,1990,1168,2569,1553,1793,12.4,97.0,165,Unhealthy,1
2024-01-10T02:00,dhaka,50.6,87.3,127.1,4201,1221,306,65,15,3,2044,1181,2643,1581,1850,14.5,93.0,167,Unhealthy,1
2024-01-10T03:00,dhaka,48.8,84.1,122.9,4074,1183,296,63,15,3,2012,1157,2618,1550,1832,16.7,89.0,166,Unhealthy,1
2024-01-10T04:00,dhaka,47.7,82.2,122.0,3942,1144,288,61,14,3,1973,1180,2571,1544,1797,19.0,81.0,165,Unhealthy,1
2024-01-10T05:00,dhaka,44.5,76.8,115.3,3711,1079,267,58,13,3,1899,1138,2502,1488,1743,20.7,73.0,162,Unhealthy,1
2024-01-10T06:00,dhaka,40.8,70.3,105.9,3380,978,248,53,12,2,1818,1117,2393,1435,1673,22.0,67.0,159,Unhealthy,1
2024-01-10T07:00,dhaka,38.9,67.1,100.8,3229,942,237,49,12,2,1791,1101,2367,1424,1652,22.9,62.0,157,Unhealthy,1
2024-01-10T08:00,dhaka,37.3,64.3,96.6,3085,902,226,48,11,2,1778,1091,2288,1376,1620,23.5,59.0,156,Unhealthy,1
2024-01-10T09:00,dhaka,36.5,62.9,94.3,3013,882,220,46,11,2,1768,1082,2293,1393,1632,23.7,58.0,155,Unhealthy,1
2024-01-10T10:00,dhaka,36.6,63.1,94.5,3021,891,218,46,11,2,1782,1077,2303,1419,1618,23.3,60.0,155,Unhealthy,1
2024-01-10T11:00,dhaka,37.5,64.7,96.2,3091,905,229,48,11,2,1819,1081,2353,1441,1647,21.0,79.0,156,Unhealthy,1
2024-01-10T12:00,dhaka,40.7,70.1,103.1,3376,978,245,52,12,2,1889,1127,2457,1527,1717,18.4,85.0,159,Unhealthy,1
2024-01-10T13:00,dhaka,43.6,75.2,110.8,3614,1041,261,56,13,3,1925,1133,2485,1567,1751,16.4,89.0,161,Unhealthy,1
2024-01-10T14:00,dhaka,44.7,77.1,113.4,3719,1079,270,57,13,3,1947,1143,2552,1555,1783,15.7,91.0,162,Unhealthy,1
2024-01-10T15:00,dhaka,44.7,77.1,113.6,3701,1076,268,58,13,3,1960,1145,2561,1559,1766,15.3,91.0,162,Unhealthy,1
2024-01-10T16:00,dhaka,44.4,76.6,113.2,3696,1067,266,57,13,3,1959,1144,2572,1561,1768,15.0,92.0,162,Unhealthy,1
2024-01-10T17:00,dhaka,44.3,76.4,112.9,3684,1061,264,57,13,3,1950,1147,2548,1534,1782,15.1,92.0,162,Unhealthy,1
2024-01-10T18:00,dhaka,43.7,75.4,111.8,3648,1059,263,56,13,3,1935,1134,2531,1516,1748,14.8,91.0,161,Unhealthy,1
2024-01-10T19:00,dhaka,43.5,75.0,111.1,3597,1041,262,56,13,3,1916,1133,2494,1481,1762,14.2,93.0,161,Unhealthy,1
2024-01-10T20:00,dhaka,43.3,74.7,110.8,3562,1046,262,56,13,2,1909,1146,2500,1491,1760,13.6,94.0,161,Unhealthy,1
2024-01-10T21:00,dhaka,43.1,74.3,110.1,3575,1035,256,55,13,2,1917,1128,2492,1468,1741,13.3,95.0,161,Unhealthy,1
2024-01-10T22:00,dhaka,42.8,73.8,108.7,3522,1039,261,55,13,2,1913,1139,2488,1470,1748,12.9,96.0,160,Unhealthy,1
2024-01-10T23:00,dhaka,43.1,74.3,109.0,3573,1042,261,56,13,2,1928,1141,2482,1492,1738,12.8,96.0,161,Unhealthy,1
2024-01-11T00:00,dhaka,41.1,70.8,103.6,3385,998,247,53,12,2,1875,1118,2461,1483,1696,12.3,97.0,159,Unhealthy,1
2024-01-11T01:00,dhaka,43.3,74.7,108.7,3585,1030,260,56,13,2,1926,1148,2502,1506,1748,12.7,98.0,161,Unhealthy,1
2024-01-11T02:00,dhaka,44.5,76.8,111.3,3678,1076,268,57,13,3,1948,1138,2560,1520,1761,14.4,96.0,162,Unhealthy,1
2024-01-11T03:00,dhaka,42.9,74.0,107.8,3549,1037,260,55,13,2,1946,1131,2540,1517,1752,16.9,90.0,161,Unhealthy,1
2024-01-11T04:00,dhaka,40.3,69.4,102.2,3336,966,242,52,12,2,1884,1108,2453,1452,1715,19.2,78.0,158,Unhealthy,1
2024-01-11T05:00,dhaka,34.2,59.0,87.3,2838,827,205,44,10,2,1757,1070,2276,1370,1621,20.8,66.0,153,Unhealthy,1
2024-01-11T06:00,dhaka,29.8,51.3,76.4,2465,724,180,38,9,2,1678,1023,2179,1307,1536,21.8,60.0,140,Unhealthy for Sensitive Groups,1
2024-01-11T07:00,dhaka,27.8,48.0,71.5,2295,662,168,36,8,1,1648,1003,2141,1272,1505,22.4,56.0,132,Unhealthy for Sensitive Groups,1
2024-01-11T08:00,dhaka,26.7,46.1,69.2,2242,645,160,34,8,1,1624,1002,2107,1283,1495,22.7,54.0,127,Unhealthy for Sensitive Groups,1
2024-01-11T09:00,dhaka,26.2,45.2,67.8,2185,642,158,34,8,1,1599,1008,2114,1288,1472,22.5,54.0,125,Unhealthy for Sensitive Groups,1
